"","subsidary","shopid","yyyymm","n_customer","n_item","n_trx","quantile_Amt"
"444","A",19,"201510",1,4,7,"52500-69000-89000-108800"
"445","A",19,"201511",3,6,12,"59440-76750-88350-250140"
"446","A",19,"201512",2,2,3,"6000-6500-12250-15700"
"447","A",20,"201401",885,262,18351,"5815-11100-38000-139300"
"448","A",20,"201402",910,232,15238,"5900-11000-38000-133000"
"449","A",20,"201403",905,232,19369,"5800-10450-35000-120000"
"450","A",20,"201404",906,240,20725,"6000-12000-38700-119000"
"451","A",20,"201405",944,243,20983,"6000-12900-40875-127382"
"452","A",20,"201406",911,241,20299,"5980-12000-39000-114260"
"453","A",20,"201407",933,235,21105,"5800-11500-36000-99000"
"454","A",20,"201408",908,249,19010,"5300-10000-30900-96510"
"455","A",20,"201409",929,246,18218,"5400-11630-39900-129804"
"456","A",20,"201410",904,243,19420,"5500-11545-39800-135000"
"457","A",20,"201411",925,241,19984,"6000-12395-43700-148563"
"458","A",20,"201412",951,239,20864,"5900-11540-36500-126350"
"459","A",20,"201501",921,237,19927,"5500-10500-30000-108800"
"460","A",20,"201502",900,251,17283,"5500-11000-37800-129000"
"461","A",20,"201503",896,235,20601,"5390-10100-33250-119000"
"462","A",20,"201504",924,242,21671,"5800-11440-37210-120000"
"463","A",20,"201505",918,232,22545,"5760-12000-40000-125068"
"464","A",20,"201506",880,234,20354,"5500-11000-35000-107293"
"465","A",20,"201507",894,231,22115,"5200-10000-31000-90000"
"466","A",20,"201508",886,228,20592,"5000-10000-29900-90630"
"467","A",20,"201509",887,272,18061,"5200-10800-38500-133000"
"468","A",20,"201510",928,263,20932,"5300-11300-39800-135515"
"469","A",20,"201511",910,267,20355,"5500-11900-40000-149000"
"470","A",20,"201512",935,266,20747,"5700-11770-36585-136068"
"471","A",21,"201401",6,13,22,"53325-249600-730950-993330"
"472","A",21,"201402",3,13,26,"37575-76500-129150-701550"
"473","A",21,"201403",5,13,25,"66500-181800-502550-698796"
"474","A",21,"201404",7,17,27,"31250-133000-450450-961560"
"475","A",21,"201405",10,26,44,"42400-138150-442080-999180"
"476","A",21,"201406",8,25,50,"13425-86355-245250-785826"
"477","A",21,"201407",3,9,14,"86040-355500-741450-1000260"
"478","A",21,"201408",7,10,11,"13175-34200-300285-513000"
"479","A",21,"201409",7,17,24,"37650-173375-472625-1056240"
"480","A",21,"201410",4,10,17,"186030-308160-481500-1098360"
"481","A",21,"201411",4,14,40,"89775-305750-1004805-1008450"
"482","A",21,"201412",5,16,31,"35250-137700-222300-457650"
"483","A",21,"201501",8,20,26,"57820-131725-250338-894400"
"484","A",21,"201502",6,17,23,"10075-29900-770475-1155672"
"485","A",21,"201503",3,5,14,"376432-621340-955058-1005057"
"486","A",21,"201504",3,10,17,"74880-200070-558000-1001844"
"487","A",21,"201505",4,12,24,"28642-196335-695250-1024974"
"488","A",21,"201506",2,15,38,"54270-151900-599062-1012986"
"489","A",21,"201507",4,13,25,"36500-79200-200880-489576"
"490","A",21,"201508",7,19,33,"10000-45000-382500-1014300"
"491","A",21,"201509",4,17,21,"20300-107100-342900-612820"
"492","A",21,"201510",10,24,51,"74500-245160-727200-1052440"
"493","A",21,"201511",5,24,42,"48405-285390-761062-1020978"
"494","A",21,"201512",7,36,52,"15450-86670-386550-737640"
"495","A",22,"201401",6,18,29,"19650-65700-143100-244818"
"496","A",22,"201402",6,22,33,"11000-22500-70200-139180"
"497","A",22,"201403",3,24,35,"10000-33300-60300-107532"
"498","A",22,"201404",5,19,30,"12138-29175-69750-231322"
"499","A",22,"201405",3,13,16,"29025-53200-75488-95150"
"500","A",22,"201406",2,14,19,"26550-35100-75000-115020"
"501","A",22,"201407",4,21,33,"25000-36100-44550-134586"
"502","A",22,"201408",4,19,28,"8800-13300-30500-73665"
"503","A",22,"201409",2,22,32,"13000-27700-64575-93470"
"504","A",22,"201410",1,15,19,"5740-29800-57600-128232"
"505","A",22,"201411",5,25,46,"10000-24300-60900-99000"
"506","A",22,"201412",2,16,19,"15250-34200-59850-68576"
"507","A",22,"201501",7,25,27,"17390-27300-102825-214670"
"508","A",22,"201502",2,11,12,"22325-34650-64665-97524"
"509","A",22,"201503",4,18,28,"9875-47970-89100-124700"
"510","A",22,"201504",4,16,24,"14500-23410-100440-116050"
"511","A",22,"201505",7,29,41,"21060-47700-80100-108000"
"512","A",22,"201506",3,22,33,"9000-18000-44100-87444"
"513","A",22,"201507",3,11,15,"18355-38700-48600-169200"
"514","A",22,"201508",5,28,55,"10000-42000-138600-380484"
"515","A",22,"201509",2,25,38,"43425-103415-564075-1000800"
"516","A",22,"201510",5,25,47,"21250-1e+05-761400-1043700"
"517","A",22,"201511",7,28,56,"42750-154450-427425-1003500"
"518","A",22,"201512",4,18,46,"91035-434200-803700-1003500"
"519","A",23,"201401",12,59,111,"12725-75900-189025-343700"
"520","A",23,"201402",16,57,87,"9150-24000-68500-221540"
"521","A",23,"201403",10,52,86,"14095-36625-157750-327800"
"522","A",23,"201404",7,48,93,"9800-30000-123500-353772"
"523","A",23,"201405",11,63,117,"12480-33250-76470-181500"
"524","A",23,"201406",12,45,77,"13300-56000-119030-188572"
"525","A",23,"201407",10,50,89,"10000-30000-76950-146704"
"526","A",23,"201408",12,37,59,"9250-30400-99610-402440"
"527","A",23,"201409",12,44,69,"10000-68000-158000-304200"
"528","A",23,"201410",7,44,65,"28500-69300-145350-296520"
"529","A",23,"201411",10,50,98,"10288-45000-178538-356839"
"530","A",23,"201412",7,49,89,"20300-48800-131100-333024"
"531","A",23,"201501",9,47,74,"10738-30000-108942-206255"
"532","A",23,"201502",11,52,106,"5312-14000-71380-305800"
"533","A",23,"201503",11,56,119,"7400-26100-57855-184320"
"534","A",23,"201504",11,51,127,"7450-30000-89150-195900"
"535","A",23,"201505",10,40,93,"5510-19000-45000-121640"
"536","A",23,"201506",9,59,149,"6930-19900-66880-152896"
"537","A",23,"201507",15,76,164,"9800-24395-70258-122594"
"538","A",23,"201508",19,65,151,"7500-15000-39980-139000"
"539","A",23,"201509",7,45,92,"9000-35625-127725-258360"
"540","A",23,"201510",12,61,117,"7500-22420-120000-317020"
"541","A",23,"201511",9,32,59,"7820-23000-69750-174250"
"542","A",23,"201512",13,42,77,"10000-21000-83520-246240"
"543","A",24,"201401",272,194,3242,"6500-14625-52165-160290"
"544","A",24,"201402",286,186,3172,"7000-15000-53070-168135"
"545","A",24,"201403",319,181,3974,"6900-13500-43525-129000"
"546","A",24,"201404",312,184,3797,"6950-15000-46550-131100"
"547","A",24,"201405",307,190,4247,"7000-15860-52480-141280"
"548","A",24,"201406",310,187,4246,"6650-13990-44000-111040"
"549","A",24,"201407",313,194,4349,"7000-15000-44800-128000"
"550","A",24,"201408",277,191,3604,"6500-13900-42125-119670"
"551","A",24,"201409",293,190,3469,"7000-16000-56800-159000"
"552","A",24,"201410",293,185,3516,"6500-15000-51225-127110"
"553","A",24,"201411",294,184,3641,"7000-17300-63000-207000"
"554","A",24,"201412",310,187,3622,"7000-15000-49000-144913"
"555","A",24,"201501",293,186,3390,"6738-13815-45575-165060"
"556","A",24,"201502",263,191,2825,"7000-15500-53200-160300"
"557","A",24,"201503",267,187,3697,"7000-15000-50000-161130"
"558","A",24,"201504",303,188,4108,"6900-15000-50000-139024"
"559","A",24,"201505",314,196,4326,"7000-16270-54112-144245"
"560","A",24,"201506",265,186,3988,"6000-13500-40000-117208"
"561","A",24,"201507",265,195,3964,"6980-14900-42000-124751"
"562","A",24,"201508",285,183,3706,"5980-12000-37192-103275"
"563","A",24,"201509",277,203,3122,"6500-14880-45000-129000"
"564","A",24,"201510",302,214,3717,"6800-15000-56430-180500"
"565","A",24,"201511",302,203,3722,"6900-15000-49800-159560"
"566","A",24,"201512",294,201,3589,"7000-15000-49800-169020"
"567","A",25,"201401",14,42,98,"6500-10000-25375-139869"
"568","A",25,"201402",12,39,64,"5608-12125-35825-183310"
"569","A",25,"201403",10,30,53,"21600-69000-140000-233664"
"570","A",25,"201404",6,21,38,"5992-12550-122050-287890"
"571","A",25,"201405",9,17,30,"5985-13740-41910-84420"
"572","A",25,"201406",12,26,36,"7600-20070-40270-122000"
"573","A",25,"201407",8,28,55,"6500-14200-44175-150762"
"574","A",25,"201408",17,58,123,"10650-35000-82025-238450"
"575","A",25,"201409",14,44,88,"8475-27135-78625-196130"
"576","A",25,"201410",11,49,91,"11000-26000-83750-224200"
"577","A",25,"201411",10,61,156,"12762-37450-168930-378540"
"578","A",25,"201412",8,37,86,"9050-20800-49162-332780"
"579","A",25,"201501",9,34,55,"7350-21400-54600-526680"
"580","A",25,"201502",12,29,46,"10000-28775-61365-236325"
"581","A",25,"201503",5,13,24,"3995-9500-14025-50008"
"582","A",25,"201504",12,33,60,"6425-13925-43988-135805"
"583","A",25,"201505",12,29,59,"3750-10000-33500-128920"
"584","A",25,"201506",8,24,38,"10000-25990-52750-100380"
"585","A",25,"201507",13,29,50,"10000-18380-72000-162200"
"586","A",25,"201508",15,38,71,"7000-14850-44340-141800"
"587","A",25,"201509",8,22,39,"9400-18300-48800-306678"
"588","A",25,"201510",8,23,52,"9350-13650-169200-436429"
"589","A",25,"201511",9,24,42,"10000-15945-35775-69325"
"590","A",25,"201512",9,22,40,"5765-11500-46638-230750"
"591","A",26,"201401",294,181,2466,"6900-16000-54000-156950"
"592","A",26,"201402",313,163,2285,"5800-13000-40000-118270"
"593","A",26,"201403",297,165,2710,"5500-12500-36100-104500"
"594","A",26,"201404",330,160,3214,"6500-14300-39000-104386"
"595","A",26,"201405",338,158,3451,"6500-15000-40000-104500"
"596","A",26,"201406",331,166,3249,"5900-13830-39200-102200"
"597","A",26,"201407",347,163,3182,"6000-13000-34975-80100"
"598","A",26,"201408",368,161,3048,"6000-12900-36575-98012"
"599","A",26,"201409",325,163,2549,"5800-13600-42440-110760"
"600","A",26,"201410",324,158,2780,"6900-16000-46512-131708"
"601","A",26,"201411",311,162,2923,"6310-14000-39000-122540"
"602","A",26,"201412",356,161,3097,"6500-15200-42560-124670"
"603","A",26,"201501",346,155,2968,"6000-12615-33250-94815"
"604","A",26,"201502",301,175,2447,"6000-15000-46550-131100"
"605","A",26,"201503",338,154,3077,"6000-14000-39900-119880"
"606","A",26,"201504",339,164,3238,"6000-13000-40000-117297"
"607","A",26,"201505",348,171,3471,"7000-16000-47890-133000"
"608","A",26,"201506",263,164,2683,"6000-13000-39950-105000"
"609","A",26,"201507",324,155,2714,"5500-12900-36100-98000"
"610","A",26,"201508",297,156,2666,"5400-11215-36000-93290"
"611","A",26,"201509",309,169,2269,"5500-14600-43600-114000"
"612","A",26,"201510",333,171,3019,"5900-12000-39000-113050"
"613","A",26,"201511",309,176,2584,"6000-14490-45000-138345"
"614","A",26,"201512",357,173,2961,"6000-14500-39800-122550"
"615","A",27,"201401",4,9,13,"42000-78000-159000-191000"
"616","A",27,"201402",4,9,15,"48000-69300-131350-215370"
"617","A",27,"201403",4,14,19,"33950-81000-130200-184640"
"618","A",27,"201404",4,10,18,"39050-50400-111000-156040"
"619","A",27,"201405",7,19,27,"36750-53400-83400-168400"
"620","A",27,"201406",4,7,8,"50725-71050-91725-143034"
"621","A",27,"201407",6,12,16,"17375-31350-61800-102840"
"622","A",27,"201408",6,17,28,"17575-44100-168450-483180"
"623","A",27,"201409",6,21,37,"19000-40000-99000-206320"
"624","A",27,"201410",4,18,32,"11500-19900-59925-136980"
"625","A",27,"201411",6,15,21,"46800-75000-109000-189000"
"626","A",27,"201412",5,10,12,"15400-50350-108450-129600"
"627","A",27,"201501",3,6,11,"8550-37000-93000-143700"
"628","A",27,"201502",6,14,16,"54675-75900-184400-261600"
"629","A",27,"201503",6,13,21,"40000-64000-120000-323000"
"630","A",27,"201504",4,11,14,"39000-58775-114775-175000"
"631","A",27,"201505",8,23,33,"29900-70800-131600-266900"
"632","A",27,"201506",3,5,5,"44800-128000-193000-321400"
"633","A",27,"201507",10,19,34,"36025-59000-94072-173958"
"634","A",27,"201508",7,16,22,"47175-54250-153000-249060"
"635","A",27,"201509",6,19,22,"45338-86100-176400-262300"
"636","A",27,"201510",6,11,13,"20000-100800-215200-320600"
"637","A",27,"201511",3,7,7,"47950-104200-217100-311200"
"638","A",27,"201512",3,6,6,"52000-69750-102125-186500"
"639","A",28,"201401",2,3,3,"90800-131600-220500-273840"
"640","A",28,"201402",3,7,9,"37000-58000-95000-290400"
"641","A",28,"201403",3,5,9,"59500-99000-230000-418800"
"642","A",28,"201404",1,1,1,"89000-89000-89000-89000"
"643","A",28,"201405",2,3,3,"44000-69000-97050-113880"
"644","A",28,"201406",2,5,6,"42425-93500-146000-163500"
"645","A",28,"201407",1,2,2,"18350-24900-31450-35380"
"646","A",28,"201408",1,1,1,"14800-14800-14800-14800"
"647","A",28,"201409",2,2,3,"48500-59000-86500-103000"
"648","A",28,"201410",1,1,1,"3800-3800-3800-3800"
"649","A",28,"201412",1,1,1,"9500-9500-9500-9500"
"650","A",28,"201501",1,1,2,"25300-25300-25300-25300"
"651","A",28,"201502",4,7,15,"68400-88800-150000-246000"
"652","A",28,"201504",1,3,3,"12500-20000-24500-27200"
"653","A",28,"201505",2,4,5,"87100-98000-108500-132200"
"654","A",28,"201506",1,2,3,"10000-10000-32500-46000"
"655","A",28,"201507",3,6,11,"24500-39800-81500-118300"
"656","A",28,"201508",1,1,2,"5125-5750-6375-6750"
"657","A",28,"201509",6,11,15,"32450-64800-114000-172200"
"658","A",28,"201511",2,2,2,"213625-300050-386475-438330"
"659","A",28,"201512",4,8,9,"10000-20600-39000-166840"
"660","A",29,"201401",21,64,167,"6175-12000-43600-117240"
"661","A",29,"201402",16,58,159,"6000-13200-34490-110632"
"662","A",29,"201403",15,56,159,"6000-11900-37385-90050"
"663","A",29,"201404",12,66,179,"6050-18000-41000-125650"
"664","A",29,"201405",20,69,188,"7372-14750-38000-127410"
"665","A",29,"201406",22,68,219,"5950-19000-40075-127620"
"666","A",29,"201407",21,60,144,"7260-16240-39000-56450"
"667","A",29,"201408",30,77,211,"5000-16000-39210-100800"
"668","A",29,"201409",21,74,181,"5500-17900-47310-111780"
"669","A",29,"201410",22,54,139,"9750-20000-40000-108290"
"670","A",29,"201411",14,53,163,"5500-14700-37000-97210"
"671","A",29,"201412",19,55,187,"5000-12500-30000-116240"
"672","A",29,"201501",25,54,151,"8000-16500-31750-110000"
"673","A",29,"201502",22,60,163,"8100-15000-31960-118916"
"674","A",29,"201503",19,76,256,"6725-11850-29750-63000"
"675","A",29,"201504",15,84,252,"7910-19000-48295-98980"
"676","A",29,"201505",20,71,201,"7290-16300-37000-87400"
"677","A",29,"201506",14,58,155,"6825-15600-33150-69432"
"678","A",29,"201507",20,59,158,"5000-14750-38625-90735"
"679","A",29,"201508",22,65,178,"6000-14250-39625-89262"
"680","A",29,"201509",16,55,142,"4500-12950-32750-116410"
"681","A",29,"201510",18,55,133,"9500-20000-39000-75500"
"682","A",29,"201511",14,46,127,"5750-13500-33500-77668"
"683","A",29,"201512",17,49,135,"5000-10000-29860-49800"
"684","A",30,"201401",30,112,521,"4980-12000-60980-258300"
"685","A",30,"201402",29,107,437,"5400-11850-48600-181440"
"686","A",30,"201403",30,112,487,"5000-11930-44450-134496"
"687","A",30,"201404",31,115,521,"5700-11600-51600-182970"
"688","A",30,"201405",30,120,567,"7385-19300-79100-192644"
"689","A",30,"201406",29,122,527,"6395-15000-52200-157312"
"690","A",30,"201407",32,127,489,"7900-19800-62820-162680"
"691","A",30,"201408",28,110,418,"5640-12295-43492-182880"
"692","A",30,"201409",35,121,437,"6360-19800-85680-197604"
"693","A",30,"201410",29,118,437,"10000-25000-93600-255960"
"694","A",30,"201411",26,104,399,"8450-22800-118440-367560"
"695","A",30,"201412",30,119,526,"7062-15675-54750-171000"
"696","A",30,"201501",29,108,440,"6838-16005-60825-202554"
"697","A",30,"201502",28,111,367,"6725-18000-108000-247338"
"698","A",30,"201503",29,117,431,"7000-18000-67500-209700"
"699","A",30,"201504",32,122,400,"9000-24000-96660-342000"
"700","A",30,"201505",33,131,493,"8000-23760-98100-235404"
"701","A",30,"201506",29,115,392,"7688-20000-71865-192372"
"702","A",30,"201507",22,110,424,"7000-17990-89025-183400"
"703","A",30,"201508",27,92,317,"6000-12500-49000-196938"
"704","A",30,"201509",31,120,375,"6900-20800-102000-216084"
"705","A",30,"201510",31,110,403,"8150-26100-103950-303120"
"706","A",30,"201511",25,105,368,"7500-19000-86175-233100"
"707","A",30,"201512",32,117,370,"7785-18035-88800-269550"
"708","A",31,"201401",89,158,992,"6745-13265-48075-134271"
"709","A",31,"201402",85,141,864,"6008-11270-35000-117340"
"710","A",31,"201403",90,131,1019,"5500-10000-29380-100710"
"711","A",31,"201404",83,148,948,"6000-12000-36025-122835"
"712","A",31,"201405",95,147,1012,"6900-13000-37162-99695"
"713","A",31,"201406",87,150,1146,"6200-14295-40600-126500"
"714","A",31,"201407",82,153,1144,"5828-10840-30000-73255"
"715","A",31,"201408",93,151,1134,"5178-10000-27412-99000"
"716","A",31,"201409",84,152,1007,"5850-11000-39000-117560"
"717","A",31,"201410",87,152,1185,"5500-10000-33900-101440"
"718","A",31,"201411",93,161,1213,"6640-12500-36000-112440"
"719","A",31,"201412",95,151,1286,"6125-12350-34150-101500"
"720","A",31,"201501",93,153,1202,"6000-10850-30200-128900"
"721","A",31,"201502",83,152,1000,"6645-14000-50000-158046"
"722","A",31,"201503",80,143,1089,"6110-10000-31500-119080"
"723","A",31,"201504",78,148,1126,"6000-11710-35520-137700"
"724","A",31,"201505",87,137,1132,"6000-10300-33142-89000"
"725","A",31,"201506",73,142,861,"6980-13000-42000-159000"
"726","A",31,"201507",74,139,919,"7000-12000-35000-82130"
"727","A",31,"201508",80,136,804,"6000-10350-30000-99700"
"728","A",31,"201509",77,139,712,"6800-15000-45315-139900"
"729","A",31,"201510",92,140,816,"6622-11000-48250-146060"
"730","A",31,"201511",76,140,734,"6500-14000-51500-198751"
"731","A",31,"201512",85,138,863,"6070-12000-42250-142600"
"732","A",32,"201401",5,14,18,"20350-1e+05-193750-399916"
"733","A",32,"201402",3,5,5,"14500-65550-71690-142676"
"734","A",32,"201403",6,21,28,"7150-12500-31850-163500"
"735","A",32,"201404",6,7,10,"10600-50600-797600-1100880"
"736","A",32,"201405",10,22,28,"6975-21855-203300-458890"
"737","A",32,"201406",5,8,12,"7000-32400-68840-74435"
"738","A",32,"201407",5,12,12,"17102-47850-115000-157600"
"739","A",32,"201408",6,12,21,"15000-29700-169290-255830"
"740","A",32,"201409",2,2,3,"8250-10000-46420-68272"
"741","A",32,"201410",3,12,14,"10382-13875-27600-98000"
"742","A",32,"201411",8,9,14,"40822-126350-257000-378406"
"743","A",32,"201412",4,10,11,"20370-176700-419500-656100"
"744","A",32,"201501",7,14,17,"16000-34000-150100-196610"
"745","A",32,"201502",4,7,8,"6800-42600-102300-346257"
"746","A",32,"201503",4,14,20,"126775-279000-3000195-5000400"
"747","A",32,"201504",4,5,5,"18000-166250-3000060-7200504"
"748","A",32,"201505",4,8,10,"6750-22425-2293700-3400054"
"749","A",32,"201506",3,6,13,"1e+06-3000060-5000400-10000800"
"750","A",32,"201507",4,8,8,"30085-47575-96900-242820"
"751","A",32,"201508",3,5,8,"47150-2536700-10000800-10000800"
"752","A",32,"201509",7,17,21,"14300-181000-380000-5000400"
"753","A",32,"201510",4,11,18,"59500-932325-5000400-10000800"
"754","A",32,"201511",3,14,27,"16850-38020-5000220-10000800"
"755","A",32,"201512",5,15,28,"16000-118375-6250500-10000800"
"756","A",33,"201406",3,4,4,"67975-102000-195250-321700"
"757","A",33,"201408",2,3,3,"34500-40000-62000-75200"
"758","A",33,"201410",2,3,3,"18400-20000-39500-51200"
"759","A",33,"201411",2,6,9,"35000-41300-51600-67940"
"760","A",33,"201412",1,1,1,"250000-250000-250000-250000"
"761","A",33,"201501",2,5,5,"59000-135200-142500-201000"
"762","A",33,"201503",2,2,2,"111600-174200-236800-274360"
"763","A",33,"201504",1,1,1,"7800-7800-7800-7800"
"764","A",33,"201505",1,1,1,"39000-39000-39000-39000"
"765","A",33,"201507",1,2,2,"7750-8500-9250-9700"
"766","A",33,"201509",1,1,1,"197000-197000-197000-197000"
"767","A",33,"201511",3,7,8,"49110-71590-175500-311700"
"768","A",33,"201512",1,1,2,"38500-42000-45500-47600"
"769","A",34,"201401",1,2,2,"111500-114000-116500-118000"
"770","A",34,"201402",1,2,5,"22900-25000-79800-79920"
"771","A",34,"201403",1,1,1,"53000-53000-53000-53000"
"772","A",34,"201405",1,1,1,"10000-10000-10000-10000"
"773","A",34,"201406",2,4,5,"59000-419650-6e+05-605040"
"774","A",34,"201408",2,4,5,"58000-81400-88800-106320"
"775","A",34,"201409",2,4,6,"40000-54750-91625-229200"
