"","customerid","sex","age","post","trx1M","amt1M","mean1M","item1M","trx3M","amt3M","mean3M","item3M","trx6M","amt6M","mean6M","item6M","churn"
"263",14300,"M","50技~54技","055",25,840147,33606,50,70,2054508,29350,127,129,3780730,29308,202,"0"
"264",5469,"F","45技~49技","030",11,713878,64898,47,39,1311886,33638,97,92,3976917,43227,166,"0"
"265",19053,"F","55技~59技","024",31,438218,14136,49,95,1361165,14328,94,182,2739306,15051,172,"0"
"266",7847,"M","35技~39技","079",10,531620,53162,45,39,1989187,51005,124,78,3420224,43849,205,"0"
"267",2938,"F","50技~54技","055",18,692405,38467,50,63,1954634,31026,136,134,3935151,29367,262,"0"
"268",1348,"F","55技~59技","055",NA,NA,NA,NA,1,83480,83480,12,8,452150,56519,33,"0"
"269",12684,"F","50技~54技","033",19,237331,12491,33,55,907632,16502,80,115,1896740,16493,161,"0"
"270",7833,"F","40技~44技","016",NA,NA,NA,NA,12,226506,18876,29,20,474126,23706,43,"0"
"271",13079,"F","40技~44技","016",NA,NA,NA,NA,1,165910,165910,9,14,635340,45381,53,"0"
"272",2480,"F","50技~54技","016",18,2285799,126989,72,58,6304202,108693,150,115,11101366,96534,246,"0"
"273",10592,"F","50技~54技","020",2,131410,65705,25,6,317570,52928,30,11,541297,49209,49,"0"
"274",11201,"F","25技~29技","013",27,721580,26725,53,75,1863101,24841,95,160,3566758,22292,182,"0"
"275",71,"F","60技捞惑","016",13,118726,9133,28,41,552812,13483,78,97,1160805,11967,170,"0"
"276",13800,"F","30技~34技","016",34,499520,14692,39,87,1353950,15563,76,109,1596970,14651,102,"0"
"277",3243,"M","50技~54技","016",9,594025,66003,61,45,1813971,40310,121,102,4275331,41915,242,"0"
"278",6960,"M","40技~44技","027",29,736980,25413,86,91,2775578,30501,161,153,4901808,32038,274,"0"
"279",19143,"F","45技~49技","016",18,812321,45129,76,51,2879041,56452,144,109,5532568,50758,251,"0"
"280",2078,"F","50技~54技","016",31,437362,14108,52,55,1122714,20413,90,118,2919089,24738,196,"0"
"281",9088,"F","35技~39技","016",30,814480,27149,87,66,2053019,31106,159,162,4051462,25009,276,"0"
"282",11917,"F","60技捞惑","016",13,641460,49343,30,38,1817410,47827,83,88,4455907,50635,194,"0"
"283",9468,"F","30技~34技","016",16,402280,25142,26,45,854349,18986,60,96,1732267,18044,113,"0"
"284",7233,"M","40技~44技","027",38,342138,9004,22,107,1779978,16635,69,156,2426498,15554,106,"0"
"285",12160,"F","55技~59技","016",19,457906,24100,37,40,949155,23729,55,100,1853405,18534,122,"0"
"286",10149,"F","55技~59技","016",15,263914,17594,51,62,985432,15894,104,116,2242559,19332,201,"0"
"287",15979,"F","30技~34技","016",33,478238,14492,58,89,1181230,13272,107,164,1971584,12022,192,"0"
"288",1213,"F","55技~59技","016",25,442406,17696,42,65,1256843,19336,77,127,2203290,17349,145,"0"
"289",10063,"F","60技捞惑","016",16,358498,22406,32,55,1343407,24426,73,101,2395876,23722,134,"0"
"290",4036,"F","45技~49技","016",18,385605,21422,33,65,1429954,21999,110,106,2190206,20662,163,"0"
"291",6153,"F","40技~44技","016",24,1112875,46370,105,58,2551870,43998,170,113,5376998,47584,305,"0"
"292",5808,"F","40技~44技","016",3,314930,104977,23,10,1183105,118310,70,19,1860629,97928,121,"0"
"293",6801,"F","40技~44技","027",1,56400,56400,1,1,56400,56400,1,2,142860,71430,12,"0"
"294",14533,"F","35技~39技","016",3,140700,46900,3,14,620410,44315,21,25,1285384,51415,87,"0"
"295",8686,"F","35技~39技","016",25,843113,33725,70,61,1995389,32711,114,112,3690856,32954,212,"0"
"296",18923,"F","25技~29技","016",20,752049,37602,50,43,1879320,43705,101,126,5560826,44134,248,"0"
"297",13203,"M","45技~49技","016",6,199780,33297,5,11,316201,28746,19,24,634797,26450,31,"0"
"298",1386,"F","55技~59技","016",19,1249920,65785,31,38,1639730,43151,53,73,2722864,37300,93,"0"
"299",4354,"F","45技~49技","016",26,350960,13498,53,88,1681375,19107,120,167,2479955,14850,170,"0"
"300",956,"F","55技~59技","016",13,234376,18029,42,40,740562,18514,94,86,2082246,24212,219,"0"
"301",7879,"M","35技~39技","055",6,121450,20242,18,29,1048223,36146,83,45,1609989,35778,138,"0"
"302",10787,"F","35技~39技","087",24,483870,20161,56,70,1399583,19994,105,108,2266274,20984,163,"0"
"303",19026,"F","20技~24技","030",8,383440,47930,34,19,1103771,58093,66,24,1618161,67423,97,"0"
"304",11038,"F","55技~59技","043",24,1175319,48972,63,52,3130722,60206,137,100,5893298,58933,247,"0"
"305",4834,"F","45技~49技","039",32,404702,12647,32,124,2782128,22437,94,173,3913008,22619,148,"0"
"306",13805,"F","25技~29技","039",105,9174795,87379,194,105,9174795,87379,194,105,9174795,87379,194,"0"
"307",19313,"F","25技~29技","043",22,158110,7187,25,61,438704,7192,60,114,994080,8720,120,"0"
"308",16097,"M","45技~49技","045",21,234970,11189,38,60,723011,12050,86,109,1255591,11519,135,"0"
"309",980,"F","55技~59技","039",12,1441029,120086,32,44,5203449,118260,78,83,8553688,103056,146,"0"
"310",10279,"F","50技~54技","039",11,143496,13045,27,36,355140,9865,50,82,755010,9207,92,"0"
"311",10989,"F","35技~39技","030",17,488160,28715,15,53,1692590,31936,41,67,2077380,31006,67,"0"
"312",15121,"F","50技~54技","045",11,471580,42871,61,43,1683213,39144,126,101,3593204,35576,232,"0"
"313",2399,"F","50技~54技","030",6,81210,13535,9,12,159740,13312,14,14,203690,14549,18,"0"
"314",18567,"M","45技~49技","045",21,541650,25793,44,58,1733980,29896,85,107,3302970,30869,154,"0"
"315",14251,"F","50技~54技","043",29,668519,23052,68,66,2059559,31205,144,113,3841422,33995,270,"0"
"316",12571,"F","25技~29技","069",18,275024,15279,34,58,1649666,28443,94,113,3235394,28632,181,"0"
"317",11269,"M","40技~44技","043",16,235262,14704,23,41,475742,11603,40,81,923722,11404,82,"0"
"318",3415,"F","50技~54技","039",21,544570,25932,47,61,1739337,28514,121,120,4134323,34453,207,"0"
"319",11298,"F","55技~59技","043",20,221580,11079,41,67,733642,10950,79,133,1604638,12065,142,"0"
"320",2919,"F","50技~54技","033",27,369868,13699,43,60,809184,13486,88,145,1794614,12377,183,"0"
"321",16000,"M","30技~34技","043",33,897736,27204,51,118,5492659,46548,146,217,8731915,40239,262,"0"
"322",15106,"M","35技~39技","055",32,370332,11573,31,76,1174753,15457,71,140,2610045,18643,143,"0"
"323",4076,"F","45技~49技","072",9,358509,39834,31,39,1605345,41163,110,73,3060235,41921,184,"0"
"324",291,"M","60技捞惑","036",22,578359,26289,64,59,1600805,27132,131,112,2993908,26731,230,"0"
"325",17473,"F","30技~34技","072",14,334120,23866,33,37,1268491,34284,86,82,3224400,39322,190,"0"
"326",839,"F","55技~59技","055",20,622964,31148,50,70,2677453,38249,154,101,4017648,39779,241,"0"
"327",1807,"F","55技~59技","055",13,878493,67576,72,46,2203023,47892,130,111,4832172,43533,244,"0"
"328",2316,"F","50技~54技","055",13,458222,35248,26,43,1495528,34780,74,65,2089038,32139,101,"0"
"329",17795,"F","50技~54技","055",26,742943,28575,76,73,2167109,29686,152,135,3772338,27943,264,"0"
"330",4785,"F","45技~49技","055",18,433608,24089,63,56,1234835,22051,128,117,2468708,21100,226,"0"
"331",17866,"F","50技~54技","055",28,618900,22104,28,66,2032386,30794,85,114,3507393,30767,166,"0"
"332",18248,"F","60技捞惑","055",27,1196060,44299,81,88,4019173,45672,206,146,7426038,50863,319,"0"
"333",3604,"F","45技~49技","055",22,690232,31374,70,62,2012334,32457,133,128,3827728,29904,246,"0"
"334",4918,"F","45技~49技","055",23,622322,27057,61,70,1902689,27181,130,116,3438022,29638,233,"0"
"335",17766,"M","45技~49技","055",17,646006,38000,70,52,2140516,41164,142,101,3757053,37199,250,"0"
"336",14618,"M","35技~39技","055",10,98870,9887,22,43,891126,20724,78,102,2110913,20695,161,"0"
"337",11228,"F","55技~59技","055",18,675216,37512,41,69,2463784,35707,95,145,4655357,32106,183,"0"
"338",15062,"F","50技~54技","047",18,251379,13966,53,45,733092,16291,99,97,1738018,17918,175,"0"
"339",19125,"M","45技~49技","016",23,732389,31843,86,67,1905778,28444,159,129,3222588,24981,264,"0"
"340",15183,"F","25技~29技","024",22,500519,22751,48,46,1204226,26179,87,79,1958936,24797,150,"0"
"341",15642,"F","35技~39技","036",23,360640,15680,15,64,1071740,16746,44,80,1233132,15414,66,"0"
"342",12150,"M","30技~34技","043",23,235677,10247,32,62,683047,11017,59,106,1166973,11009,101,"0"
"343",15225,"F","50技~54技","027",15,366158,24411,40,49,1048343,21395,91,103,2019538,19607,176,"0"
"344",16860,"M","50技~54技","045",17,369755,21750,48,56,1397703,24959,121,108,2395838,22184,185,"0"
"345",3551,"F","45技~49技","010",21,643100,30624,35,71,1566605,22065,88,137,2715037,19818,138,"0"
"346",4203,"M","45技~49技","036",33,1440380,43648,37,96,4856426,50588,89,179,7879023,44017,188,"0"
"347",14234,"F","25技~29技","079",34,624799,18376,70,103,1606062,15593,145,164,2414852,14725,222,"0"
"348",15076,"F","20技~24技","033",NA,NA,NA,NA,NA,NA,NA,NA,5,76690,15338,7,"1"
"349",16921,"F","35技~39技","055",7,203876,29125,26,34,975587,28694,73,101,2937106,29080,159,"0"
"350",4083,"F","45技~49技","055",7,369882,52840,46,26,1364917,52497,121,66,4008176,60730,261,"0"
"351",1311,"F","55技~59技","055",20,753210,37660,72,48,1577297,32860,120,106,6832888,64461,245,"0"
"352",521,"F","60技捞惑","055",9,782550,86950,74,35,1999003,57114,148,60,3333527,55559,220,"0"
"353",213,"F","60技捞惑","055",19,668691,35194,87,52,2095645,40301,164,101,4054147,40140,293,"0"
"354",17515,"M","30技~34技","055",23,451036,19610,69,78,1645246,21093,143,175,4530703,25890,276,"0"
"355",5229,"F","45技~49技","055",14,301859,21561,34,48,1162794,24225,100,95,1852018,19495,167,"0"
"356",17481,"F","45技~49技","055",17,679203,39953,59,51,1531228,30024,109,89,2973677,33412,169,"0"
"357",10443,"F","45技~49技","055",29,287363,9909,60,82,994880,12133,126,140,1821682,13012,197,"0"
"358",4087,"F","45技~49技","055",14,440107,31436,49,45,1246581,27702,100,104,2529207,24319,186,"0"
"359",2514,"F","50技~54技","055",14,877400,62671,58,47,2553918,54339,114,106,4715594,44487,188,"0"
"360",5121,"F","45技~49技","055",19,798150,42008,102,64,2604114,40689,194,110,5006162,45511,316,"0"
"361",1375,"M","55技~59技","055",6,231910,38652,18,25,1136089,45444,46,43,3096464,72011,105,"0"
"362",1882,"F","50技~54技","047",14,245448,17532,44,52,1247101,23983,114,87,2234289,25681,190,"0"
"363",5947,"F","40技~44技","079",7,192990,27570,19,9,386210,42912,36,13,1038091,79853,72,"0"
"364",2255,"F","50技~54技","020",11,131680,11971,22,42,510418,12153,79,87,903670,10387,135,"0"
"365",15594,"F","30技~34技","010",20,549365,27468,34,58,2494617,43011,141,115,4389287,38168,223,"0"
"366",7681,"F","40技~44技","049",11,791393,71945,66,27,1879060,69595,120,60,3152169,52536,187,"0"
"367",2685,"F","50技~54技","016",13,556744,42826,44,41,1781230,43445,85,81,3379768,41726,161,"0"
"368",14712,"F","60技捞惑","024",14,347963,24854,60,43,1151517,26779,113,108,2738213,25354,217,"0"
"369",8169,"M","35技~39技","020",20,643652,32183,43,56,2320864,41444,90,103,3830617,37190,167,"0"
"370",11198,"F","40技~44技","024",3,58140,19380,7,6,146678,24446,23,12,1044281,87023,54,"0"
"371",10600,"F","40技~44技","024",17,485485,28558,53,53,1488487,28085,119,110,3434704,31225,232,"0"
"372",1989,"F","50技~54技","024",7,259020,37003,36,13,576300,44331,55,34,1269487,37338,125,"0"
"373",16674,"F","60技捞惑","024",7,153470,21924,15,16,322409,20151,23,34,679233,19977,61,"0"
"374",6955,"F","40技~44技","016",11,404420,36765,35,38,1049590,27621,79,77,2132658,27697,153,"0"
"375",66,"F","60技捞惑","024",27,627544,23242,59,65,1728906,26599,104,115,3000908,26095,171,"0"
"376",16552,"F","25技~29技","024",10,1148590,114859,22,31,2402470,77499,45,49,3443740,70280,73,"0"
"377",474,"F","60技捞惑","010",9,285840,31760,50,35,1208308,34523,117,71,2591862,36505,229,"0"
"378",2560,"F","50技~54技","024",3,190930,63643,17,7,343840,49120,21,17,858420,50495,52,"0"
"379",1282,"F","55技~59技","024",3,170989,56996,19,13,663244,51019,58,37,1853738,50101,141,"0"
"380",4740,"F","45技~49技","024",2,141198,70599,14,9,572454,63606,51,18,912434,50691,79,"0"
"381",18002,"F","20技~24技","024",1,3360,3360,2,3,19890,6630,7,5,54550,10910,18,"0"
"382",4405,"F","45技~49技","024",9,277840,30871,42,32,742690,23209,86,72,2237820,31081,182,"0"
"383",18050,"F","40技~44技","024",10,432510,43251,62,21,702770,33465,94,46,1369859,29780,166,"0"
"384",13889,"F","45技~49技","024",25,361736,14469,54,60,889476,14825,101,125,2024393,16195,189,"0"
"385",9880,"F","25技~29技","069",NA,NA,NA,NA,NA,NA,NA,NA,1,272800,272800,1,"0"
"386",6255,"M","40技~44技","075",38,843755,22204,43,77,1514908,19674,85,151,3206568,21236,162,"0"
"387",6649,"F","40技~44技","039",1,28500,28500,1,3,52400,17467,2,10,251360,25136,22,"0"
"388",17029,"F","50技~54技","027",13,568212,43709,42,30,1120372,37346,62,58,2101002,36224,99,"0"
"389",24,"M","60技捞惑","043",19,702660,36982,27,50,1658847,33177,59,88,2666187,30298,95,"0"
"390",10439,"M","60技捞惑","045",27,210020,7779,30,81,583530,7204,59,159,1064298,6694,84,"0"
"391",12,"M","60技捞惑","043",5,66297,13259,9,8,89522,11190,14,20,235712,11786,32,"0"
"392",303,"F","60技捞惑","055",17,622785,36634,69,44,1607304,36530,126,82,2726583,33251,211,"0"
"393",2079,"F","50技~54技","055",10,253679,25368,33,45,1210608,26902,92,96,2589964,26979,168,"0"
"394",2026,"F","50技~54技","055",15,679718,45315,42,32,1649938,51561,67,100,4859852,48599,168,"0"
"395",14389,"F","45技~49技","055",18,850726,47263,90,45,2105091,46780,157,107,4678443,43724,303,"0"
"396",196,"F","60技捞惑","016",2,105178,52589,19,11,625762,56887,51,27,1812229,67120,126,"0"
"397",2272,"F","50技~54技","043",3,94905,31635,13,12,360608,30051,46,24,827072,34461,88,"0"
"398",4701,"F","45技~49技","016",3,122863,40954,20,18,861280,47849,81,44,2346484,53329,169,"0"
"399",13103,"F","55技~59技","016",17,651237,38308,67,35,1506555,43044,105,70,3327620,47537,205,"0"
"400",4437,"M","45技~49技","016",5,437550,87510,44,13,1117450,85958,72,27,2219400,82200,152,"0"
"401",1615,"F","55技~59技","016",4,529283,132321,36,21,2153432,102544,131,41,5500938,134169,266,"0"
"402",11275,"M","40技~44技","016",18,698514,38806,82,57,1741940,30560,160,93,3256105,35012,273,"0"
"403",231,"F","60技捞惑","055",19,331571,17451,42,72,1154860,16040,100,134,2084703,15557,169,"0"
"404",1613,"F","55技~59技","055",23,650849,28298,65,61,2033320,33333,130,137,6352885,46371,260,"0"
"405",5126,"M","45技~49技","055",31,1302304,42010,88,74,2806510,37926,151,125,4962531,39700,248,"0"
"406",12650,"F","50技~54技","055",20,555966,27798,48,65,1789304,27528,93,138,3716032,26928,160,"0"
"407",11632,"F","35技~39技","016",18,541439,30080,61,48,1557687,32452,130,86,2631147,30595,212,"0"
"408",7144,"F","40技~44技","055",9,285730,31748,15,41,2173960,53023,42,105,4517580,43025,122,"0"
"409",9439,"F","30技~34技","055",6,657598,109600,34,23,1559084,67786,68,40,2517352,62934,110,"0"
"410",5744,"F","45技~49技","055",25,921444,36858,83,71,3080619,43389,151,153,6279814,41045,284,"0"
"411",13201,"M","40技~44技","055",4,153229,38307,11,12,669826,55819,48,30,1337646,44588,81,"0"
"412",3345,"F","50技~54技","055",10,469262,46926,38,23,1050108,45657,92,53,1967321,37119,179,"0"
"413",332,"F","60技捞惑","052",9,216900,24100,15,31,662250,21363,33,50,1023370,20467,61,"0"
"414",9607,"F","30技~34技","065",8,328090,41011,23,8,328090,41011,23,15,537230,35815,42,"0"
"415",4447,"F","45技~49技","055",22,523030,23774,49,65,1248679,19210,106,123,2381873,19365,185,"0"
"416",1936,"F","50技~54技","055",23,605851,26341,41,80,2274455,28431,115,140,3874164,27673,205,"0"
"417",10465,"F","60技捞惑","069",NA,NA,NA,NA,NA,NA,NA,NA,67,5692419,84961,157,"0"
"418",6243,"F","40技~44技","024",3,129211,43070,18,3,129211,43070,18,10,517495,51750,59,"0"
"419",10376,"F","35技~39技","027",6,172040,28673,30,17,415456,24439,57,43,1088849,25322,133,"0"
"420",8297,"F","35技~39技","024",2,20750,10375,2,2,20750,10375,2,5,214817,42963,25,"1"
"421",7854,"F","35技~39技","047",17,446651,26274,50,45,807801,17951,92,91,1568244,17233,176,"0"
"422",17790,"F","60技捞惑","047",18,538987,29944,71,55,1617578,29411,133,113,3995386,35357,253,"0"
"423",12592,"F","50技~54技","047",17,413448,24320,52,53,1107492,20896,95,114,2377833,20858,173,"0"
"424",2537,"F","50技~54技","047",19,296230,15591,42,60,794042,13234,80,120,1586648,13222,142,"0"
"425",17153,"F","35技~39技","060",33,994317,30131,83,85,2471658,29078,175,141,5706932,40475,285,"0"
"426",6418,"F","40技~44技","016",10,715630,71563,42,27,2077270,76936,90,51,3403712,66739,139,"0"
"427",10769,"F","25技~29技","016",21,398578,18980,43,64,1236499,19320,107,129,2729310,21157,196,"0"
"428",14778,"F","40技~44技","016",27,994040,36816,39,75,4463380,59512,97,128,6526000,50984,170,"0"
"429",8693,"F","35技~39技","016",7,207936,29705,19,30,871161,29039,75,83,2396043,28868,189,"0"
"430",5069,"F","45技~49技","016",4,162202,40550,12,28,743698,26561,44,45,1314818,29218,78,"0"
"431",14015,"F","40技~44技","016",19,299350,15755,27,58,822305,14178,66,114,1884182,16528,130,"0"
"432",12845,"M","35技~39技","016",15,356180,23745,40,58,1798740,31013,155,140,3803253,27166,278,"0"
"433",10667,"F","50技~54技","027",15,443631,29575,31,42,1320118,31431,91,87,2193121,25208,146,"0"
"434",18605,"F","40技~44技","016",35,419653,11990,61,75,962515,12834,123,140,2083260,14880,202,"0"
"435",10165,"F","30技~34技","016",17,507500,29853,24,52,1639542,31530,49,125,7771232,62170,100,"0"
"436",4466,"F","45技~49技","016",NA,NA,NA,NA,6,290179,48363,33,15,495949,33063,61,"0"
"437",18272,"F","45技~49技","010",19,412112,21690,28,44,906472,20602,58,103,2309682,22424,131,"0"
"438",9044,"F","35技~39技","052",NA,NA,NA,NA,1,50900,50900,3,2,217810,108905,35,"1"
"439",7577,"F","40技~44技","047",18,234527,13029,38,55,879036,15982,83,94,1638863,17435,142,"0"
"440",12588,"F","60技捞惑","047",11,297462,27042,39,53,1543054,29114,112,88,2535961,28818,196,"0"
"441",17735,"F","45技~49技","047",15,334579,22305,48,53,766949,14471,86,112,1631609,14568,157,"0"
"442",13614,"F","35技~39技","047",18,636845,35380,61,61,1563565,25632,98,124,3141009,25331,184,"0"
"443",5147,"F","45技~49技","047",19,602110,31690,76,44,1709971,38863,136,98,4432441,45229,257,"0"
"444",1674,"F","55技~59技","047",23,891920,38779,56,73,2364447,32390,128,155,10221511,65945,265,"0"
"445",4846,"F","45技~49技","047",12,306428,25536,50,29,595840,20546,82,82,1740844,21230,171,"0"
"446",4493,"M","45技~49技","047",18,221953,12331,52,43,611062,14211,110,123,1919558,15606,233,"0"
"447",3897,"F","45技~49技","047",19,232977,12262,50,56,522656,9333,92,100,1022091,10221,142,"0"
"448",3008,"F","50技~54技","047",14,337387,24099,38,44,1416167,32186,98,93,2648206,28475,177,"0"
"449",1202,"F","55技~59技","047",16,620964,38810,48,56,1949370,34810,112,118,3894534,33005,200,"0"
"450",633,"M","55技~59技","047",9,1113232,123692,58,26,1887116,72581,112,58,3387875,58412,189,"0"
"451",17510,"F","50技~54技","047",17,260870,15345,33,43,590298,13728,63,95,1357273,14287,124,"0"
"452",8095,"F","35技~39技","047",20,573936,28697,57,75,2291746,30557,166,144,4253851,29541,274,"0"
"453",17294,"F","50技~54技","047",21,444140,21150,52,67,1198752,17892,98,128,2085865,16296,181,"0"
"454",4462,"F","45技~49技","047",14,364988,26071,44,50,1235213,24704,100,119,2866850,24091,189,"0"
"455",9917,"F","40技~44技","047",15,392004,26134,57,55,1402873,25507,127,101,2581011,25555,234,"0"
